x,y,z,pid,camid,color
16.569117,6.707897,4.493503,556,4,#B6E880
15.340844,3.058252,-11.020857,540,6,#FECB52
8.899177,4.141959,8.677607,558,7,#FF97FF
-1.2260753,13.782454,-1.4206047,518,2,#FF97FF
9.384229,-12.312805,-3.0656285,554,3,#FF6692
12.52847,-19.603432,0.19290309,532,3,#19D3F3
-10.81108,-0.8730347,7.0916624,600,8,#FECB52
-6.9822273,8.512858,5.10559,580,3,#FECB52
-7.16836,-9.396713,-5.201146,524,4,#EF553B
10.043145,7.029151,-10.295973,556,5,#B6E880
-8.665249,1.151913,8.323941,600,4,#FECB52
-17.312548,2.333273,-10.200342,526,3,#00CC96
12.572944,23.283646,2.769441,530,1,#FFA15A
-0.81492496,17.065147,2.8531234,594,8,#FF6692
-0.91980994,-10.349372,-16.703896,564,6,#EF553B
8.728907,2.8178644,-16.37014,514,4,#FF6692
-10.055647,10.563272,2.9370437,580,4,#FECB52
2.9878438,-3.8610692,-9.76717,542,7,#636EFA
12.655933,21.348782,-2.4479117,530,6,#FFA15A
1.572059,16.658915,6.2651196,594,1,#FF6692
1.4088969,-14.068282,-9.078014,566,4,#00CC96
2.1683943,12.452019,-1.3112022,518,5,#FF97FF
11.818487,1.748513,-1.4519945,556,3,#B6E880
-14.434004,0.80871195,7.37873,600,6,#FECB52
-2.9729078,-2.5403554,3.4164717,582,2,#636EFA
-16.248907,2.98927,8.891176,600,2,#FECB52
-0.2573963,14.268892,-4.452113,518,1,#FF97FF
-13.482685,3.084034,-12.885921,526,1,#00CC96
10.254696,23.124207,5.0180154,528,2,#AB63FA
-0.7591994,-3.2980409,4.661711,582,6,#636EFA
15.2527485,0.44692135,-10.381359,540,5,#FECB52
-2.962753,-2.5107632,3.5433767,582,2,#636EFA
10.373404,5.5777774,9.747967,558,4,#FF97FF
-5.5944333,-9.680933,-7.970462,524,3,#EF553B
2.97542,-16.166977,-5.3356175,566,8,#00CC96
2.119171,14.731522,-10.484052,596,6,#B6E880
6.358991,-14.290581,-3.7284088,554,8,#FF6692
10.315558,-18.100378,-5.7795544,532,8,#19D3F3
13.8153,-5.0583715,-8.737962,540,4,#FECB52
-6.977547,8.577651,5.166817,580,3,#FECB52
7.871755,0.9805723,-14.099757,514,3,#FF6692
-1.4058224,16.984016,6.164715,594,2,#FF6692
-1.0179472,-7.340341,4.5160546,582,4,#636EFA
-7.7507935,5.3024764,-10.507033,572,7,#19D3F3
8.291488,-17.056786,1.5077009,554,2,#FF6692
-17.233374,2.848556,-7.145212,570,4,#FFA15A
15.189267,3.0168493,-10.92744,540,6,#FECB52
-0.12579367,11.543827,6.437042,594,3,#FF6692
3.383969,4.9147186,-12.717656,514,2,#FF6692
-0.2426059,-16.865723,-1.8873622,566,3,#00CC96
5.0528035,14.850281,-9.684383,596,4,#B6E880
14.622449,-13.308372,0.19290888,502,4,#636EFA
-3.331083,-17.146706,5.0790873,516,5,#B6E880
13.921102,8.022124,-9.137986,540,2,#FECB52
12.37014,-19.61648,-0.31376025,532,3,#19D3F3
-3.3504233,8.455413,-3.7146268,510,7,#FFA15A
6.128364,-10.641275,9.288131,506,8,#00CC96
-0.31664208,1.7176361,24.09237,560,8,#FECB52
-3.1974971,-17.292068,0.78027284,508,6,#AB63FA
-5.742629,-6.848428,10.907766,520,4,#FECB52
0.0026701363,-17.60808,5.505528,508,2,#AB63FA
8.592523,-8.22921,-0.62708765,506,1,#00CC96
-5.9797883,12.828383,-9.457177,504,7,#EF553B
